12.662541,17.638793,100.053525,0.195518,36.029918,-252.073205,137.903207,-11.130972,8.365116,0.730073,1.590433,-3.729430,-4.132515,-5.499070,-2.634167,-3.537999,-3.147690,-1.849363,-1.001880,-2.580429,-1.957421,-1.503434,0.221948,-1.991485,-3.353826,-1.537074,0.324664,1.033466,-0.175012,-1.642878,-1.251628,110.238624,38.282753,27.050743,10.955598,10.841161,7.293813,7.500572,6.183303,6.607918,6.131627,6.560275,7.685883,6.618499,6.418371,6.998569,7.093026,6.414137,7.463730,7.071527,7.064446,7.802743,8.675522,8.431350,7.508912,6.598069,6.515188,10.331969,4.913818,2.738349,1.542978,1.329012,1.104667,1.057278,1.017621,1.052470,1.108282,1.143854,1.104875,0.981428,0.956482,0.931895,1.026589,1.141480,1.176077,0.996404,1.081650,1.079453,1.203007,1.164856,0.990849,0.945460,0.967569,5.565092,2.434219,1.560957,0.842374,0.738556,0.656610,0.669697,0.662197,0.630888,0.672857,0.700374,0.695281,0.642089,0.646600,0.597155,0.630779,0.678619,0.646430,0.592733,0.642668,0.669827,0.714060,0.652462,0.555487,0.616344,0.604313,jazz
13.128091,16.131817,94.579076,0.088266,26.879499,-345.721545,146.972844,-0.523530,22.641024,5.810400,10.366904,-0.149165,-1.714683,-6.115183,-0.519258,1.035227,1.221233,-1.930119,-5.546114,-4.405113,-2.589096,-5.185927,-5.420733,-3.113020,-0.798191,1.900917,0.660646,-2.048242,-2.337253,-1.373868,-0.995203,100.541075,35.904419,22.838819,11.598136,9.830443,7.437492,7.355542,7.549865,6.857662,6.962263,7.212264,6.799077,8.036056,7.895947,7.320889,6.643030,6.580883,6.764145,7.258766,9.913681,10.601826,10.222779,9.892214,6.918083,6.477957,7.750186,8.853022,4.329007,2.823174,1.710614,1.333634,1.176501,1.001268,1.061343,0.935355,1.028734,1.061275,1.015066,1.122127,1.131463,1.021834,0.940974,0.964912,0.989124,0.956030,1.134805,1.079035,1.016820,0.941284,0.927649,0.920929,1.001818,3.957985,1.933328,1.391527,0.946901,0.693140,0.687625,0.613801,0.641625,0.560535,0.605223,0.586129,0.584297,0.617676,0.630529,0.588144,0.570278,0.563155,0.563714,0.552408,0.615694,0.617030,0.562617,0.549820,0.540004,0.567513,0.592690,jazz
14.220827,8.624549,45.738713,0.204400,16.186659,-256.959014,175.358759,-44.822282,25.650612,-4.255733,-0.222765,-11.312748,-9.189112,-4.095359,-8.308260,-22.548215,-7.608587,-7.651291,-11.743058,-8.169703,-7.497509,-12.292102,-6.765346,-3.496989,-8.645326,-8.521509,-4.614181,-5.826613,-7.825633,-1.079142,-2.915667,79.805934,34.887681,32.895646,20.111471,15.325784,10.603284,9.713780,8.586199,9.277568,10.312528,9.955125,8.429826,7.589649,8.967444,8.381174,6.321559,7.399186,6.762112,6.437403,8.568066,10.639525,9.121080,7.484843,8.223595,9.274815,9.295984,6.796228,2.742205,2.941497,1.675629,1.177819,1.081066,1.067171,1.103809,1.024032,1.120125,1.041987,0.959684,0.940918,1.012003,0.962403,0.903460,0.841678,0.868706,0.785433,0.987049,0.997713,0.980887,1.026494,1.150309,1.083739,1.097633,3.336915,1.471604,1.536947,0.942236,0.653020,0.681137,0.609512,0.634291,0.610629,0.628862,0.663459,0.573197,0.570535,0.586870,0.561490,0.534429,0.531423,0.518809,0.451904,0.535726,0.548544,0.546615,0.541781,0.642775,0.577360,0.669708,jazz
13.594190,12.834538,57.721726,0.306440,16.573434,-297.319603,193.097399,10.208954,-1.628381,3.388406,9.986559,-7.244643,4.684893,-5.383338,-2.861784,-10.222762,0.369899,-4.964565,3.237330,-4.473159,-1.891771,-2.271646,3.882904,0.343479,-2.221775,-4.295280,-0.563459,1.731025,1.998283,1.257082,-1.705384,99.370591,29.559135,33.631981,15.952956,12.106186,10.162011,12.024981,8.842841,9.399321,9.481245,7.148833,10.044655,8.525890,7.184456,6.418521,6.878390,7.388630,6.232943,7.073439,7.505289,6.705741,6.490277,6.092558,7.296947,8.006835,7.790173,3.768408,2.267845,1.516009,1.018405,1.182137,0.984732,0.837552,0.968131,0.770084,0.866395,0.888648,0.805655,0.867754,0.851001,0.751503,0.925520,0.819353,0.852703,0.887072,0.954366,0.806497,0.823000,0.798233,0.905590,0.807502,0.805617,1.619563,1.042727,0.680505,0.597795,0.628828,0.559741,0.494494,0.513327,0.478482,0.497544,0.501177,0.474384,0.520537,0.449415,0.456590,0.513004,0.461591,0.452319,0.491316,0.513858,0.447115,0.483105,0.473255,0.517901,0.463131,0.443460,jazz
14.074871,9.847111,51.840111,0.309193,13.546547,-270.264350,137.612941,5.667617,42.459004,-7.946351,9.919732,-6.785467,8.242965,-6.182401,5.477773,-5.427683,-5.185214,-6.988831,-3.238631,-2.009715,4.402397,1.981592,4.976831,6.577830,-2.425600,-2.195596,1.433563,3.333071,1.740311,3.394382,-2.511009,54.124977,23.429775,18.508028,14.914732,13.235468,10.196627,9.063028,7.444733,7.137401,7.275031,7.552033,9.081853,8.797090,8.884282,9.927026,12.762565,13.457441,12.738894,19.828314,21.744476,14.914477,13.888802,17.737116,14.612316,13.028668,11.508538,6.741514,3.577568,2.131782,1.796020,1.473725,1.361657,1.141644,1.247887,0.989319,1.072004,1.031102,1.308070,1.120178,1.223085,1.053189,1.150944,1.219590,1.184064,1.579552,1.555931,1.301687,1.507472,1.640941,1.531233,1.303954,1.220271,3.629633,2.152792,1.139061,0.967367,0.759576,0.791325,0.682895,0.700627,0.571851,0.650855,0.589574,0.690186,0.636446,0.705724,0.626917,0.654475,0.677957,0.659226,0.748443,0.848238,0.823410,0.727214,0.759309,0.729517,0.689485,0.645016,jazz
13.936190,10.437243,80.808949,0.064516,33.003677,-246.234900,120.192549,-0.965613,30.689921,0.180724,23.157377,0.447277,9.164931,-0.555828,5.710790,-3.751721,4.221992,-0.278575,7.450376,0.711006,7.082913,0.888773,0.979152,1.729311,-1.356182,-4.628977,-3.811160,-2.019923,-2.858787,-1.686325,-4.204430,95.846052,27.742121,29.865674,14.225705,17.244185,10.255689,12.964424,9.025613,12.386530,13.632222,11.471041,13.587558,14.408385,14.893085,16.160330,15.137439,20.150904,18.245697,13.893999,14.590529,16.911707,14.211885,15.312690,11.737430,11.558492,12.678802,10.714170,4.538518,3.550910,2.299892,1.986951,1.945799,1.430756,1.263286,1.362801,1.671359,1.725383,1.914294,2.057238,1.841962,1.980950,2.024925,2.252477,1.958811,1.931886,2.122397,2.258226,2.171195,1.986003,1.788601,1.540781,1.679134,6.560688,2.803708,2.130205,1.422493,1.238172,1.176547,0.902950,0.810795,0.816678,0.978020,0.987458,0.970498,1.062623,1.045682,1.095481,1.067962,1.129278,1.103919,1.080529,1.101605,1.109448,1.140970,1.129758,0.941405,0.831040,0.911815,jazz
14.183697,8.642010,57.956243,0.447046,14.795488,-234.359204,142.734653,-14.274726,51.951010,-8.182990,12.759845,-4.269421,12.074123,-13.695993,-1.566616,-3.968917,4.919241,-3.942622,2.187676,-6.672732,-9.767032,-4.474717,-5.543734,-1.164992,-1.099027,3.152112,2.070757,1.764480,1.689750,0.314525,-3.513948,80.124607,37.240680,24.651061,19.307899,14.041097,11.285517,14.078550,10.907663,10.279477,8.181911,10.180418,8.118865,7.444678,7.506836,7.568129,7.519826,7.692935,10.254116,12.224987,11.528211,10.506324,11.758270,15.190714,12.922972,9.914659,10.404932,12.633030,5.297146,3.236874,2.751888,2.251179,1.971498,1.919185,1.565471,1.437105,1.489193,1.326009,1.279236,1.160790,1.293620,1.163415,1.072527,1.087708,1.355510,1.510725,1.516034,1.477340,1.624448,1.990838,1.766632,1.469121,1.661461,5.893182,2.646453,1.813221,1.403728,1.195173,1.011544,1.005538,0.817008,0.783039,0.802789,0.739526,0.739581,0.725903,0.715509,0.635850,0.663128,0.601228,0.709241,0.719242,0.818932,0.843293,0.819677,0.871556,0.860543,0.817377,0.825998,jazz
13.816917,11.173452,62.296729,0.251413,27.310294,-291.943781,137.734834,2.666254,35.632279,-12.302240,15.558950,-6.778074,-2.826711,-3.763538,-3.463128,-1.717848,10.413822,8.311743,5.209791,0.315226,0.387010,-1.465630,-0.760350,-6.341010,-5.511151,2.541146,3.233805,-1.736627,-3.216873,3.600345,-0.577778,50.416911,30.256709,24.248821,12.221182,11.003776,9.344566,9.685787,8.017018,7.972978,11.406217,13.269346,15.965009,14.043004,16.711225,20.648414,19.822522,13.717700,14.686678,15.208181,14.511893,15.843980,19.811566,15.505926,14.503289,11.482702,10.568381,7.069857,3.862475,2.820202,1.807155,1.470403,1.243332,1.212863,1.164354,1.100243,1.269403,1.357275,1.519972,1.353296,1.703206,1.827398,1.724545,1.315606,1.513474,1.635181,1.590140,1.723363,1.990881,1.644533,1.589326,1.223114,1.067296,3.955868,1.946043,1.454570,1.111357,0.870544,0.750050,0.728367,0.687097,0.655313,0.662869,0.720032,0.816598,0.749382,0.869490,0.895705,0.825940,0.753039,0.804751,0.749389,0.820126,0.773587,0.925830,0.837512,0.745151,0.622566,0.590107,jazz
14.343608,7.844677,49.523967,1.032452,17.165225,-189.947821,134.417228,-25.641550,45.719740,8.195153,21.436254,-4.572856,14.384241,-12.655513,10.276116,-7.929919,-1.140202,-5.044784,2.414256,-5.010564,-2.156748,-4.238583,1.844975,-0.441017,-4.770749,-1.237124,-3.904487,-1.927446,-4.697298,-3.786899,-1.635457,55.424364,22.860265,27.610666,11.079684,12.547651,9.972616,11.177636,11.540744,9.340168,8.738567,8.353602,7.557441,7.049607,7.025084,6.265394,6.726922,7.917136,8.252872,8.679456,8.041588,6.456286,8.215214,7.691021,7.420340,7.472815,7.470301,8.564636,3.559462,3.754081,1.864139,1.648180,1.487719,1.618407,1.541418,1.193931,1.230604,1.255780,1.099414,1.036046,1.106815,1.066189,1.005873,1.061468,1.069113,1.294717,1.152495,0.980983,1.094363,1.121378,1.075395,1.024490,1.114324,4.920125,2.290227,2.263454,1.173088,1.025957,0.923057,1.012434,0.957134,0.759879,0.726410,0.804441,0.671399,0.656747,0.626636,0.642714,0.594785,0.634099,0.657535,0.677853,0.606854,0.576986,0.615088,0.624538,0.624647,0.607341,0.621329,jazz
13.461767,13.421312,60.241444,0.333335,19.279699,-318.744898,162.664966,-16.497023,39.138976,31.440585,15.266573,-0.684113,5.809783,-8.635685,-4.004963,1.357896,0.054414,-3.111395,-1.546463,-1.588595,-4.875842,-4.241432,-1.274712,-0.745715,-4.425254,-3.154528,-3.866061,-1.405075,-3.284963,-2.207345,-2.523800,107.920806,23.600543,54.078048,16.390295,14.150308,11.505155,9.252698,8.897946,13.220902,9.937362,7.016902,6.482675,6.888638,6.259134,6.498405,5.956154,5.443769,5.800995,5.925899,5.162456,6.068944,5.497458,4.844191,5.755234,5.362452,6.435302,9.073028,3.091334,4.122901,1.712941,1.538688,1.247980,1.080825,1.016191,1.261407,1.019248,0.947165,0.908424,0.922961,0.873733,0.750112,0.762024,0.820740,0.798221,0.757213,0.716573,0.705180,0.782123,0.656825,0.731561,0.644553,0.692245,4.471855,1.736010,2.063259,0.983880,0.900291,0.702497,0.680468,0.594237,0.740648,0.558269,0.598218,0.599258,0.594765,0.547314,0.517566,0.515734,0.541876,0.610739,0.623031,0.455636,0.499098,0.564428,0.460711,0.484985,0.438707,0.512001,jazz
