14.663233,3.891597,27.640735,4.928787,9.995558,-70.078060,94.173703,-50.334232,46.961766,-16.110840,19.991677,-23.955488,16.349711,-22.183294,14.428686,-20.089348,12.140612,-14.777018,4.902385,-13.630020,0.824448,-15.053774,-1.606129,-16.089317,-2.186193,-8.788155,-1.641489,-10.103470,-2.008707,-7.831200,-5.224548,23.755856,14.136264,9.391931,7.859862,7.088447,6.007612,6.166178,6.053927,5.507576,5.903755,5.471054,5.054633,5.311914,5.351869,5.142997,5.097995,4.675346,4.875578,4.591573,4.851927,4.684804,5.021358,5.720719,5.814482,5.252514,6.144971,4.836641,2.428948,1.643410,1.338086,1.267257,1.163051,1.012885,0.927605,0.866037,0.942553,0.935938,0.871761,0.868892,0.823504,0.843636,0.862974,0.797790,0.831449,0.762818,0.772967,0.771550,0.822428,0.828410,0.829240,0.833081,0.983892,3.488792,1.453511,1.057273,0.864312,0.791650,0.835718,0.657421,0.638386,0.620076,0.605690,0.621816,0.582605,0.569844,0.559527,0.535988,0.627498,0.583317,0.552211,0.511555,0.533614,0.546323,0.554049,0.545265,0.550613,0.580038,0.640514
14.353836,7.524530,42.333812,2.953391,17.545197,-82.096593,98.277152,-16.516347,68.430870,1.433721,29.853162,-5.276235,24.397755,-10.475321,14.393989,-7.893584,10.023253,-8.496158,6.673251,-6.288615,4.440703,-7.260196,2.317938,4.240802,1.102507,-5.514240,-3.630288,-3.702084,-2.872082,-2.776625,-5.035642,71.640810,17.334632,27.552822,11.839324,9.416037,7.089276,8.426925,8.008230,7.414514,5.886478,7.511824,6.291697,6.733341,8.474470,6.465612,6.206136,5.934055,5.738696,6.390199,6.178628,5.930081,4.987002,7.214401,5.726826,4.577995,4.808644,5.986318,2.821441,1.870132,1.811496,1.720082,1.178683,1.450506,1.105038,1.221095,1.046187,1.109253,0.965164,1.039376,0.993963,1.005535,1.020153,1.029702,0.979499,1.198947,0.991743,0.940319,0.883230,1.080008,0.966740,0.861713,0.914199,3.639633,1.467205,1.193623,0.991777,0.957963,0.759288,0.812921,0.747921,0.691925,0.741569,0.649071,0.588783,0.636144,0.593285,0.575279,0.605930,0.592428,0.653598,0.692734,0.597089,0.536132,0.570145,0.592188,0.600881,0.538926,0.558919
14.694949,3.466571,29.514109,6.216327,8.050837,-93.500132,100.652091,-23.347601,52.502299,-7.752994,39.600929,-7.773789,26.735138,-12.485751,11.751594,-10.549670,23.034858,-9.959189,4.171250,-12.796655,1.794909,-2.025635,1.936284,-9.062780,-7.044910,-11.295935,-3.897302,-0.602603,-1.085980,-3.087967,-4.625346,30.079472,19.377863,15.058878,10.601233,6.862965,7.143277,7.405753,5.907647,6.987897,6.711591,6.258833,7.835677,7.738051,6.715833,6.667097,5.331965,6.973659,7.609883,5.697435,6.799207,5.366304,5.436133,5.003622,5.302824,5.939729,5.117955,4.836269,2.681485,2.441309,1.704205,1.239010,1.199633,1.304853,1.089941,1.200594,1.051117,1.054096,1.266017,1.279700,1.015673,1.123345,0.943093,1.116929,1.167290,0.965541,1.112803,0.928795,0.983867,0.868561,0.888759,0.912212,0.888797,3.732094,1.635749,1.666202,1.132654,0.811875,0.795549,0.900146,0.751071,0.802622,0.671643,0.708574,0.873181,0.795264,0.716234,0.748104,0.667219,0.739492,0.751363,0.637450,0.716490,0.667699,0.669952,0.598742,0.626831,0.644507,0.606845
14.356382,7.439620,42.460312,1.752040,12.644789,-142.392030,116.189631,-32.147171,49.117844,-8.373377,22.882063,-18.315987,20.098147,-22.093319,10.798821,-12.979386,14.080058,-16.392994,4.154396,-4.364872,3.739019,-10.848311,1.881228,-7.461492,-2.795338,-7.678436,-3.787276,-6.231990,1.612384,-1.756582,-2.808210,57.291878,18.588139,13.837081,8.165431,9.020570,6.674254,7.996625,6.624799,6.092571,7.290520,6.652335,6.180262,5.901249,5.405937,6.594277,5.818225,6.276552,5.657742,6.260697,5.636810,6.115769,5.277737,5.031784,5.083861,5.382467,6.235613,5.945278,2.898452,2.134368,1.406514,1.414672,1.123478,1.188427,1.014879,0.952935,1.045969,0.935052,0.896104,0.949692,0.914860,0.979733,0.971612,0.888319,0.909492,0.900703,0.870528,0.947993,0.903436,0.819538,0.925944,0.849494,0.929959,3.744067,1.708567,1.289755,0.933625,0.878676,0.747269,0.685654,0.681560,0.657865,0.720564,0.649210,0.633230,0.649409,0.623560,0.617756,0.659345,0.609767,0.620802,0.615921,0.576725,0.613772,0.664296,0.553919,0.648504,0.592257,0.585647
14.552677,5.461348,35.304157,1.718487,10.437425,-67.062860,80.689536,-43.871214,57.727373,-12.792742,33.587462,-7.736654,14.120294,-1.234119,7.419507,-2.040987,6.100952,-6.632663,-1.004666,-4.764125,1.063872,3.504124,4.545272,-1.290193,-3.147427,-4.536067,-0.447654,-3.132673,-6.160098,-10.700298,-6.080215,53.111028,30.981289,17.556785,8.303258,8.198001,8.390598,7.425308,7.358218,8.305836,6.816542,6.464477,6.918239,6.585168,5.553604,5.078979,5.789724,6.562581,6.348856,5.058388,5.002825,4.864694,4.723048,5.590422,6.383543,8.354953,5.719733,10.007696,5.695459,2.362466,1.579660,1.663083,1.601034,1.443144,1.403934,1.715555,1.366476,1.037284,1.239008,1.129721,1.035540,0.912973,0.931725,0.977239,0.950450,0.870960,0.852866,0.840857,0.792415,0.894518,0.998252,1.298177,1.021685,6.735965,3.944041,1.486568,0.976339,0.924507,1.068539,0.908728,0.826994,1.042435,0.810787,0.645250,0.854613,0.731898,0.645301,0.558749,0.562912,0.623880,0.602772,0.539968,0.567196,0.546192,0.517019,0.552785,0.605207,0.741258,0.618526
13.156697,14.549135,56.388327,0.027765,23.948400,-125.479391,51.224577,38.498652,14.487560,16.236157,4.636131,12.310097,1.174185,1.732691,9.773376,-2.820800,2.079874,0.855315,-0.492910,1.351852,-0.848936,0.499801,4.146517,1.753214,8.227995,3.944726,3.123873,5.581670,5.269932,2.645350,2.875930,73.522713,34.007364,33.573674,22.161132,16.505347,14.829380,14.788049,13.254715,9.402184,10.804810,9.267539,9.136979,8.266724,7.422359,7.494606,8.216358,8.393481,8.528657,8.641387,10.852261,10.512945,10.968888,10.334254,10.688887,11.357644,9.827807,15.197067,7.519615,5.368392,3.484385,2.580458,2.480820,2.828897,2.070106,1.591731,1.743066,1.510826,1.494893,1.401520,1.232608,1.316405,1.355773,1.416983,1.383232,1.368972,1.703881,1.623652,1.625027,1.869960,1.862009,1.853923,1.628366,9.737096,4.260689,2.944989,1.841618,1.474842,1.492449,1.718244,1.197549,0.908677,0.996350,0.873055,0.907114,0.847780,0.730067,0.776568,0.773147,0.861983,0.772533,0.836803,1.093469,0.997097,0.970028,1.144138,1.140315,1.082540,1.009358
14.253803,7.958274,40.614583,2.062555,12.695435,-145.022411,84.069479,10.870801,43.617868,6.294729,36.134089,-14.657153,26.806268,-10.331996,24.703811,-8.714691,18.791417,-4.398911,9.877570,-8.130709,8.818707,-7.877115,2.876976,-4.343616,-1.120890,-7.755540,0.139312,-2.057532,-0.146657,-0.097916,-1.792538,43.826439,16.752630,21.119550,13.653688,18.863856,10.892479,11.464696,10.573523,8.847538,8.743223,8.127483,7.464004,9.772027,8.159229,7.228147,7.142884,7.028955,8.202548,7.191749,7.170192,7.454153,8.237026,8.865074,8.502385,8.988281,9.027565,9.045353,3.172204,4.319398,2.497809,3.315444,1.848717,2.082129,1.892502,1.652031,1.706890,1.429861,1.367730,1.769863,1.442946,1.259492,1.329919,1.309305,1.498739,1.274059,1.355024,1.361288,1.434436,1.651504,1.640248,1.798333,1.702846,6.296798,2.258270,2.735212,1.626250,1.758867,1.176686,1.278055,1.219649,1.070988,1.036534,0.940053,0.925321,1.117192,0.966744,0.858725,0.874776,0.914135,1.034585,0.855575,0.917544,0.941356,1.010288,1.132298,1.054420,1.172985,1.229844
14.115738,9.404328,48.812434,0.327336,18.405638,-147.488773,113.322851,-6.315885,9.105178,24.558633,-9.785895,13.157572,-2.002988,-2.699878,12.218943,-4.130988,-1.021993,1.962854,1.477633,0.008977,-2.992042,-3.576797,-3.881603,-0.496783,-3.063013,-6.546913,-1.133177,-2.382857,-3.366544,-1.996753,0.273677,74.531314,27.818879,26.701627,17.428938,21.009961,16.467070,14.733239,13.447468,11.978278,12.101679,9.795791,9.994563,8.338663,8.886426,8.930187,9.515896,7.534820,7.856182,8.633679,9.037003,8.924137,8.395428,8.154491,7.720311,8.153831,7.791507,13.690271,5.065459,4.395235,3.094603,3.343174,2.718711,2.774300,2.364436,2.026301,2.145444,1.612013,1.763302,1.518168,1.663401,1.623319,1.614924,1.310306,1.361663,1.336220,1.440815,1.434123,1.340249,1.313107,1.330120,1.353291,1.369078,8.871938,3.478131,2.966574,2.120743,2.114347,2.006293,1.595107,1.337203,1.278106,1.191117,0.980244,1.079103,0.919094,1.008954,0.926924,0.995547,0.861563,0.898499,0.817267,0.969792,1.013874,0.805935,0.829751,0.833196,0.791511,0.898789
13.031207,14.623674,82.543319,0.559264,36.095287,-125.637736,88.535865,-16.749247,42.787513,-9.902898,29.152265,-19.360278,20.458952,-16.478580,15.016831,-8.755142,12.770604,-7.753714,7.039319,-8.515848,3.272148,-6.473698,5.798187,-3.494545,-0.060174,-6.209620,0.058112,0.487982,-0.072140,-1.854850,-1.408433,43.162712,24.161145,18.796482,14.374768,10.963885,10.137478,9.636443,8.298125,8.086968,7.473549,7.313694,6.751199,6.404492,6.548067,5.748102,5.713867,6.575813,5.655649,5.934863,5.939761,5.770804,6.298877,6.029499,5.724139,6.442326,5.690071,7.127378,4.421451,2.868700,2.669637,1.886457,1.762198,1.776942,1.591894,1.480823,1.234248,1.336112,1.177235,1.046437,1.141385,1.047644,1.080292,1.246094,1.019835,1.096423,0.989065,0.984450,1.010170,0.972897,1.076625,1.107991,0.926159,5.198873,2.190666,1.808872,1.548507,1.140673,1.162784,0.937048,0.925814,0.851357,0.867748,0.769640,0.818217,0.664093,0.752011,0.682407,0.740876,0.684945,0.660023,0.631955,0.580284,0.594288,0.671188,0.700521,0.692572,0.751224,0.663889
14.295016,8.548627,55.131683,2.580883,26.536017,-235.161996,123.870100,-22.538395,52.939745,-1.444670,24.641057,-7.073818,14.880082,-12.769979,16.712587,-2.936967,10.076436,-15.024692,3.116932,-7.123284,1.794104,-7.069776,0.028346,-2.025783,1.155239,-5.105507,-1.916938,-2.414288,-5.815475,-12.545700,-9.121736,87.819101,28.260666,22.775176,15.105973,13.503462,11.265092,10.914648,9.675646,8.929259,8.731158,8.905468,6.764495,6.552714,8.207190,7.619476,7.692058,8.588388,8.746675,8.496430,7.047163,6.795108,8.910396,8.257198,8.312315,8.122814,8.760790,6.829143,3.166049,2.223637,1.566610,1.393412,1.425904,1.252385,1.245822,1.135050,1.065093,1.090207,0.970606,0.940342,1.013590,1.025265,0.975165,0.966478,1.027741,1.031148,0.876105,0.990491,1.072035,1.054897,1.013213,1.047289,1.001082,3.765898,1.918659,1.229434,0.910728,0.847960,0.868289,0.794057,0.751054,0.738247,0.646981,0.660868,0.625180,0.571029,0.660002,0.660223,0.610153,0.664710,0.614416,0.626832,0.543444,0.575813,0.629678,0.633547,0.640437,0.671439,0.629000
