14.012824,10.042978,65.473609,0.513665,21.195930,blues
13.760727,11.411311,72.004892,0.038397,27.454825,blues
14.327684,7.587825,41.923988,0.922763,12.622672,blues
13.639835,12.432567,63.276233,0.085622,20.217695,blues
13.666344,12.448099,89.971526,0.127353,29.152399,blues
13.243773,15.494364,125.527107,0.029928,39.462331,blues
13.192357,14.659955,109.248379,0.009280,38.674663,blues
13.502547,13.362077,76.598062,0.083193,34.932237,blues
14.375037,7.115017,39.264482,1.152944,14.912114,blues
12.865963,16.539441,91.252385,0.141721,18.724065,blues
13.229170,15.158135,89.425460,0.009035,17.932177,blues
13.026962,15.390656,104.210346,0.037201,26.775781,blues
13.629017,12.443188,62.337897,0.366942,23.180131,blues
13.401257,14.180968,98.191043,0.628072,39.495765,blues
12.677202,17.275466,144.069904,0.302497,70.131778,blues
13.116118,15.712314,145.937932,0.173249,48.144728,blues
13.255650,14.553743,89.673417,0.487092,33.985136,blues
13.636437,12.453354,80.180541,0.838303,34.150835,blues
12.997022,16.613028,143.588070,0.508840,37.402485,blues
13.576285,12.934231,89.708068,0.514974,29.845486,blues
12.911799,16.489350,128.718898,0.472805,38.336964,blues
13.528741,13.315106,84.094613,0.711419,26.693431,blues
13.608273,12.895926,105.678523,0.369862,36.239618,blues
13.421453,13.606601,66.516166,0.455142,26.903706,blues
13.463686,13.692504,89.747642,0.321949,34.122097,blues
13.137417,16.010447,148.999296,1.061909,64.379390,blues
11.493462,23.662148,199.703028,0.214322,37.040049,blues
13.796339,11.458181,70.356360,0.600292,26.169521,blues
13.098001,15.323822,102.002110,0.263991,34.854592,blues
13.573428,12.718344,70.377055,0.043623,23.687531,blues
14.231943,8.565599,53.648892,0.997633,19.863710,blues
14.173602,9.303127,56.611839,0.861947,16.416655,blues
13.397975,13.468294,79.248377,0.004544,22.386470,blues
14.173481,8.816055,52.890881,1.181831,24.645520,blues
14.051629,9.729871,55.360207,0.200760,22.095620,blues
14.243009,8.124572,42.082701,1.014633,19.402102,blues
14.246558,8.390674,51.370451,0.288404,19.570724,blues
12.985540,15.383020,84.737391,0.064267,42.541033,blues
14.188981,8.904122,56.194058,0.334873,16.579048,blues
13.382942,14.457776,134.653261,0.078233,68.149526,blues
14.482114,5.892661,34.439519,4.583870,13.370715,blues
14.470076,6.259543,40.041860,3.571092,16.315053,blues
14.507301,5.905995,48.397712,5.051698,20.005145,blues
14.308197,7.581013,48.936522,3.695377,18.003148,blues
14.560795,4.555098,35.531636,4.832930,13.186260,blues
14.514638,5.229269,37.737900,5.093920,17.887675,blues
14.240195,7.972763,53.900545,0.237402,20.198198,blues
14.538101,5.624763,53.023356,4.110854,19.805046,blues
14.458067,6.427657,35.767198,3.838067,12.395984,blues
14.497171,6.058903,42.018703,1.623876,17.972576,blues
14.177142,8.743555,41.387916,0.827366,17.108488,blues
